CAS,smiles
126105-11-1,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC[C@@H](O2)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O[C@@H](CC3)C(C)(C)C([C@@H]3[C@]45C)=CC[C@H]5[C@@]6(C)[C@](C)(CC4=O)[C@H](CC6)[C@H](C)CC[C@H](C(C)(O)C)O[C@@H]7O[C@H](CO[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@H](O8)CO)[C@@H](O)[C@H](O)[C@H]7O[C@H]9[C@H](O)[C@@H](O)[C@H](O)[C@H](O9)CO
1261114-01-5,c1cc(Cl)ccc1Nc(c([nH+]2)-c3ccc(F)cc3)n(c24)CCN(C4(C)C)C(=O)C[NH3+]
1261289-04-6,c1cc(Cl)ccc1C(=O)Nc2sn(c(n2)=O)Cc3ccc(Cl)cc3
126-14-7,O=C(C)OC[C@@H](O1)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@]1(COC(=O)C)O[C@@H]2[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H](O2)COC(=O)C
1261491-89-7,CCOC(=O)CN(C)C(=O)COC(=O)c1ccc(o1)OCCCCCCCCCCCCCC
1261590-48-0,Clc1cccc(c12)cc([C@@H](C)Nc(ncn3)c(c34)nc[nH]4)n(c2=O)-c5ccccc5
126-18-1,O1C[C@H](C)CC[C@@]12[C@@H](C)[C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C)CC[C@H]5[C@H]4CC[C@H]6[C@]5(C)CC[C@@H](C6)O
1262036-50-9,Fc1cnc(cc1)C(=O)Nc2ccc(F)c(c2)[C@]34[C@@H](COC4)CSC(=N3)N
1262041-49-5,C1CC1c(nc2)cn2-c(c3)ccnc3C(=O)Nc4cccc(c4)-c5nncn5C6CC6
1262132-81-9,[O-]C(=O)CNC(=O)c1c([O-])cc(n(c12)ncn2)CCc3ccccc3
1262238-11-8,O1COc(c12)ccc(c2)[C@@]3(O)CC[C@H](CC3)[N@H+](C[C@@H]4OCC)C[C@@H]4NC(=O)CNC(=O)c5cc(C(F)(F)F)ccc5
1262414-04-9,OC[C@H](O)COc1c(C)cc(cc1CC)-c2noc(n2)-c3cc(nc(c3)OC)C4CCCC4
1262417-51-5,FC1(F)CCC(CC1)[N@@H+]2CC[C@H](CC2)N(C3)C(=O)c(c34)c(C(=O)N)cc(F)c4
1262618-39-2,FC(F)(F)c(nn1)n(c12)cc(cc2)-c3ccc(OC(F)(F)F)cc3
126-27-2,c1ccccc1CC(C)(C)N(C)C(=O)C[NH+](CCO)CC(=O)N(C)C(C)(C)Cc2ccccc2
1262888-28-7,Fc(c1)ccc(c12)ncnc2NCc3ccc(F)cc3
1263068-83-2,c1ccccc1C[N@H+](C)CCc2ccc(cc2)Nc3ncc(s3)-c4cccnc4
1263273-14-8,C1CCC[C@@H]([C@@H]1C(=O)[O-])C(=O)Nc2cc(Cl)cc(Cl)c2
1263303-95-2,N#CC(=N/[O-])\C(=O)Nc1ccc(cc1)-c2ccccc2
1263369-28-3,C1C[C@H]([NH3+])CC[C@H]1Nc(ncc2Cl)cc2-c3nc(ccc3)NCc4cc(F)ccc4
1263-89-4,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]([NH3+])[C@H]1O[C@H]2[C@@H]([C@@H](O)[C@H]([NH3+])C[C@@H]2[NH3+])O[C@@H]3O[C@H](CO)[C@H]([C@H]3O)O[C@@H]4[C@H]([NH3+])[C@@H](O)[C@H](O)[C@@H](O4)C[NH3+]
126411-39-0,Oc1c(C(C)(C)C)cc(cc1C(C)(C)C)C=C(P(=O)(OCC)OCC)P(=O)(OCC)OCC
1264-72-8,CC[C@@H](C)CCCC(=O)N[C@@H](CC[NH3+])C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC[NH3+])C(=O)N[C@H]1CCNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC1=O)CC[NH3+]
12650-69-0,O[C@@H](C)[C@H](C)[C@H](O1)[C@@H]1C[C@H]([C@H]2O)CO[C@H]([C@@H]2O)C/C(C)=C/C(=O)OCCCCCCCCC([O-])=O
1265166-14-0,c1cc(Cl)ccc1NC(=CC2=O)C(=O)c(c23)c4c(n3C)ccc(c4)O
1265229-25-1,c1cccc(c12)[nH]c(c2)C(=O)c3c(N)n(nc3)-c(cc4)cc(c45)nc([nH]5)C
126544-47-6,C1CCCCC1[C@@H](O2)O[C@@H]([C@@]23C(=O)COC(=O)C(C)C)C[C@H]4[C@H]5[C@H]([C@@H](O)C[C@]34C)[C@]6(C)C(CC5)=CC(=O)C=C6
1265965-22-7,S1CC(=O)N(C1=O)Cc(c2)ccc(c23)NC(=O)C\3=C/c4cc(c[nH]4)CN5CCOCC5
1266084-51-8,FC(F)(F)c1cc(F)ccc1C(=O)Nc(cc2)cc(c23)B(O)OC3(C)C
126784-99-4,CN(C)c(cc1)ccc1[C@@H](C2)C(=C3C(CC4)=CC(=O)CC3)[C@@H]4[C@@H]([C@]25C)CC[C@@]5(C(=O)C)OC(=O)C
1268273-90-0,[NH3+]CC(=O)Nc1cccc(c1)Sc2cnc(N3CC[NH+](C)CC3)nc2OCc4ccccc4
1268454-23-4,C1COCCN1C(=O)c(cn2)n(c23)cc(cc3)-c(cc4)cc(c45)nc(o5)N
1268524-70-4,CC(C)(C)OC(=O)C[C@@H]1N=C(c(c(C)c(s2)C)c2n(c13)c(nn3)C)c4ccc(Cl)cc4
1268524-71-5,Cc1c(C)sc(c12)n3c(nnc3C)[C@@H](CC(=O)OC(C)(C)C)N=C2c4ccc(Cl)cc4
1268863-35-9,O=C([O-])c(cc1)cc(c12)nc(N(C)C(C)C)c(n2)-c3ccc(F)cc3
1268955-50-5,O=C([O-])[C@H](C(C)C)N(C1=O)C(=O)c(c12)ccnc2
1269055-85-7,CCc1cc(O)c(cc1F)Oc2ccc(C(=O)N)cc2F
1269181-69-2,c1ncccc1C(=O)NCCNC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC
1269365-82-3,Cc1cc(C)cc(c12)cc(c(=O)[nH]2)-c3c(nc[nH]3)-c4ccccc4
1269440-17-6,COC(=O)N[C@@H](C)CNc1nccc(n1)-c2cn(C(C)C)nc2-c3cc(Cl)cc(c3F)NS(=O)(=O)C
1269815-17-9,Fc1cc(c(cc1)OC)-c2cc(ncc2Cl)NC(=O)[C@H]3C[NH2+]CCC3
1270014-40-8,Clc(c1)cccc1NCC(=O)N[C@@H]2CN(CCC2)c3ncnc(c34)[nH]cc4
1270084-92-8,c1ccccc1-c(c(c2[O-])CCC)nn2-c3ncccc3
127060-75-7,CC[C@H](C)[C@@H](C([O-])=O)NC(=O)[C@H]1N(CCC1)C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)c4cccnc4)CCCCNC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)OCc5ccccc5
127-07-1,O=C(N)NO
1271022-90-2,C1CC1N(C2CC2)C(=O)c(c3)n(CC)c4nc(c(c5c34)ncn5C)Nc6nn(C)c(C)c6
127-17-3,CC(=O)C([O-])=O
1271738-62-5,CCCc(c1)sc(c12)ncnc2N3CCN(CC3)C(S4)=[NH+]CC4(C)C
127191-97-3,c1ccccc1N(CC2)CCN2C(=O)[C@@H](N(C)S(=O)(=O)c(ccc3)c(c34)ccnc4)Cc5ccc(cc5)OS(=O)(=O)c(ccc6)c(c67)ccnc7
1273323-67-3,O=C([O-])c1cccc(c1)CN(c(c23)cccc3)C(=O)/C2=C(/c4ccc(Cl)cc4)c5ccccc5
1273579-40-0,c1cc(OC)cc(c12)C[C@@H](CO2)C(=O)Nc3ccc(-c4c[nH]nc4)cc3OCC[NH+](C)C
127-47-9,CC(=O)OC/C=C(\C)/C=C/C=C(C)/C=C/C(C1(C)C)=C(C)CCC1
127-48-0,O=C1N(C)C(=O)OC1(C)C
1275582-97-2,C1COCCN1CCn(cn2)c(c23)c(=O)[nH]c(n3)NCc4ccc(Cl)c(Cl)c4
127-56-0,CC(=O)N=[S@@](=O)(O)c1ccc(N)cc1
1276105-89-5,CC(C)=CC(=O)CCC(=O)N1CC[NH+](CC1)Cc(c2)sc(c23)c(N4CCOCC4)nc(n3)-c(ccc5)c(c56)cn[nH]6
1276110-06-5,CCOC(=O)c(cn1)n(c12)cc(cc2)-c3cc(cnc3)NS(=O)(=O)c4ccccc4
1276121-88-0,O=C1N[C@H](C)CNc(c12)c3c(s2)ccc4c3ccc(n4)-c5cnc(C)cc5
1276124-00-5,c1ccccc1C[C@@H](C(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]3N(CCC3)C(=O)[C@@H]([NH3+])Cc4ccc(O)cc4
127625-29-0,Fc1ccc(cc1)N2CC[NH+](CC2)CCCN3S(=O)(=O)c4cccc(c4c35)ccc5
127-65-1,ClN=[S@@](=O)(O)c1ccc(C)cc1
1276553-09-3,C1COCCN1c(c2C#N)sc(-c3nc[nH]n3)c2-c4ccc(C#N)cc4F
127657-29-8,CCOC(=O)N1CSC[C@@H]1C([O-])=O
127-69-5,o1nc(C)c(C)c1[N-]S(=O)(=O)c2ccc(N)cc2
127-71-9,c1ccccc1C(=O)[N-]S(=O)(=O)c2ccc(N)cc2
12777-70-7,CC1(C)C(=O)[C@@H](C(=O)C)C(=O)C(=C1[O-])Cc2c(O)c(C(=O)CCC)c([O-])c(c2[O-])Cc3c(O)c(C(=O)CCC)c([O-])c(c3O)CC(=C4O)C(=O)C(C(=O)C)=C(O)C4(C)C
127-79-7,c1cc(N)ccc1S(=O)(=O)[N-]c2nccc(n2)C
127917-66-2,[NH3+]CCNC(=O)c1c(scn1)-c2cccc(F)c2
1279829-87-6,Clc(c1)ccc(F)c1S(=O)(=O)Nc2ccc(cc2)-c(n3)cnc(c34)c(N)n[nH]4
1281681-33-1,C1COCC[NH+]1CCNc2nc(-c3ccccc3)[n+](s2)-c4ccccc4
1281870-42-5,c1cccc(c12)c(c[nH]2)C[C@@H]([NH3+])C(=O)N/N=C/c(cc3)cc(c34)nccn4
1282040-14-5,OC[C@@H]1[C@@H](N=[N+]=[N-])[C@@H](O)[C@@H](O1)n2c(=O)nc(N)c(C)c2
1282041-94-4,CC(F)(F)c(n1)nn(c12)c(cc(n2)C)Nc3ccc(S(F)(F)(F)(F)F)cc3
1282512-48-4,CC(C)n1c(nc(n1)C)-c(c2)nc(n23)c4c(OCC3)cc(cc4)-c5cn(nc5)C(C)(C)C(=O)N
1282514-88-8,NC(=O)[C@H](C)Oc(cc1)cc2OCCn(c3c12)cc(n3)-c4ncnn4C(C)C
128-37-0,Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C
1284180-11-5,O=C([O-])c1cccc(c1)Nc2ccc(C(F)(F)F)cc2
128-53-0,O=C1C=CC(=O)N1CC
1285446-04-9,CC[NH+](CC)CCNC(=O)c1ncc(Br)cc1
1285515-21-0,Fc1nccc(c1)-c2cc(C(=O)Nc3cccnc3)c(cc2)OCc4ccccc4
1285702-20-6,OCc1ccc(o1)-c(c2)ccc(c23)ncnc3NCc4ccc(o4)C
128-57-4,OC[C@H]([C@H]1O)O[C@H]([C@H](O)[C@H]1O)Oc2cccc(c23)[C@@H](c4c(C3=O)c(O)cc(C([O-])=O)c4)[C@H]5c(cc(C([O-])=O)cc6O)c6C(=O)c(c57)c(ccc7)O[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@H](O8)CO
128607-22-7,c1ccccc1C(\CCCl)=C(c2ccccc2)/c3ccc(cc3)OCCO
1286279-29-5,CC(C)(C)[NH2+][C@@H](C1)CC[C@@H]([C@@H]1NC(=O)C)N2C(=O)[C@H](CC2)Nc(ncn3)n(c34)nc(c4)C(C)(C)C
1286739-19-2,s1cncc1-c(cc2Cl)ccc2-c(c3)c(=O)n(CC)c(c34)nc(nc4)Nc5ccc(cc5)N6CC[NH+](C)CC6
1286770-55-5,c1cc(F)cnc1C(=O)Nc2ccc(F)c(c2)[C@]3(C)CS(=O)(=O)N(C)C(=N3)N
1287761-01-6,O=S(=O)(N)c1ccc(cc1)-n2nc(cc2-c3ccccc3)CCCNC(=O)Nc4ccc(C(F)(F)F)cc4
128794-94-5,C1COCCN1CCOC(=O)CC/C(C)=C/Cc(c2O)c(OC)c(C)c(c23)COC3=O
1289023-67-1,c1ccc(F)c(F)c1[C@@H]([C@H]([NH3+])c(c23)cccn3)CC[C@H]2OC(=O)N4CCC(CC4)n5c(=O)[nH]c(c56)nccc6
129024-87-9,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCc1ccc(O)c(O)c1
129025-96-3,COc1c(O)c(C)cc(C2=O)c1C(=O)c(c23)c(O)c(OC)c(c3)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O
129029-23-8,Cc1cccn(c12)c(=O)c(c(n2)C)CC[N@H+]3CC[C@@H](CC3)c(no4)c(c45)ccc(F)c5
1290541-46-6,c1ccccc1Cn(c(=O)c(c23)cccc3)c(n2)/C=C/c4cccnc4
1290543-63-3,Fc1cc(F)cc(c12)CC[C@@H](C2)[NH2+][C@@H](CCC)C(=O)Nc3cn(cn3)C(C)(C)C[NH2+]CC(C)(C)C
1291094-73-9,O[C@H]1[C@H](O)[C@@H](CO)O[C@H]([C@@H]1O)c2cc(c(CC)cc2)Cc(cc3)cc(c34)OCCO4
1292310-49-6,C1COCCC1Oc2ccc(cc2C#N)-c3nc(ncc3)Nc4ccc(cc4)N5CCOCC5
129244-66-2,Oc1c(C(C)(C)C)cc(cc1C(C)(C)C)-c(n2)[nH]c(c23)cc(cc3)-c(n4)[nH]c(c45)cc(cc5)N6CC[NH+](C)CC6
1294000-61-5,FC(F)(Cl)C[C@@H](C1)CN(C1=O)Cc2c(C(F)(F)F)nc(n23)sc(n3)COC
129425-81-6,[O-]C(=O)CCC(=O)c(c1)sc(c12)cc(OC)c(c2)OC
129-43-1,c1ccc(O)c(c12)C(=O)c3c(C2=O)cccc3
129453-61-8,O[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)c4c(cc(O)cc4)C[C@H]3CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F
129-46-4,O=S(=O)([O-])c(c1)cc(S(=O)(=O)[O-])c(c12)c(ccc2S(=O)(=O)[O-])NC(=O)c(ccc3C)cc3NC(=O)c(ccc4)cc4NC(=O)Nc5cc(ccc5)C(=O)Nc6cc(ccc6C)C(=O)Nc(ccc7S(=O)(=O)[O-])c(c78)c(S(=O)(=O)[O-])cc(c8)S(=O)(=O)[O-]
129496-10-2,C1O[C@@H]2C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H](C3)C4)[C@]2(O)/C1=C/C=C/[C@H](C)C/C(C)=C\C[C@H]4O[C@@]35CC[C@H](C)[C@H](O5)CC
129497-78-5,C[C@]12c3cc4[nH]c(c(c4C)CCC([O-])=O)cc5[nH+]c(c(C)c5CCC(=O)OC)cc6c(C=C)c(C)c([nH]6)cc(n3)C1=CC=C(C(=O)OC)[C@H]2C(=O)OC
129499-78-1,OC[C@H](O)[C@H]1OC(=O)C(=C1[O-])O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@H](O2)CO
1295298-26-8,c1cnc(S(=O)(=O)C)cc1C2(CC2)NC(=O)c(cnc3)c(c34)cnn4-c5ccc(F)cc5
129-56-6,c1cccc(C2=O)c1c3n[nH]c(c3c24)ccc4
129618-40-2,n1ccc(C)c(NC2=O)c1N(C3CC3)c(c24)nccc4
129724-84-1,C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@@H]2[C@@H](O)[C@@H](O)CO[C@H]2O[C@@H](CC3)[C@@](C)(CO)[C@H](CC4)[C@@]3(C)[C@H]5CC[C@@H]([C@]6(C)[C@]45C)[C@@H]7[C@@](C([O-])=O)(CC6)CC[C@H]7C(C)=C
129-73-7,CN(C)c1ccc(cc1)C(c2ccc(N(C)C)cc2)c3ccccc3
1297538-32-9,Clc1c(C#N)ccc(c1)-c2nn(cc2)C[C@H](C)NC(=O)c3n[nH]c(c3)[C@H](O)C
129832-03-7,O=P([O-])(O)O[C@@H]1[C@@H](OP([O-])(=O)O)[C@@H](OP([O-])(=O)O)[C@@H](OP([O-])(=O)O)[C@@H](OP([O-])(=O)O)[C@@H]1OP([O-])(=O)O
129938-20-1,c1ccccc1[C@@H]([NH+](C)C)CCOc2cccc(c23)cccc3
130000-40-7,Cc(s1)nc(C(F)(F)F)c1C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br
1300019-38-8,n1nc(C)n(c12)c3c(cc(cc3)OC)C(=N[C@H]2CC([O-])=O)c4ccc(Cl)cc4
1300031-49-5,n1ccccc1[C@@H](C)n2c(=O)[nH]c3cnc(c4c23)cc(c(c4)OC)-c5c(C)onc5C
1300031-52-0,Clc1ccc(cc1)N[C@@H]2C[C@H](C)N(C(=O)C)c(c23)ccc(c3)-c4ccc(C([O-])=O)cc4
130018-87-0,O=C([O-])COCCN1CC[NH+](CC1)[C@@H](c2ccc(Cl)cc2)c3ccccc3
130089-98-4,c1cccc(c12)C(=O)/C(C(Cl)=C2[O-])=N/c3ccc(C(=O)C)cc3
13009-99-9,O=S(=O)(N)c1ccc(C[NH3+])cc1
13010-47-4,ClCCN(N=O)C(=O)NC1CCCCC1
1301211-78-8,O=C(N)CN1C(=O)C[C@@H]([C@@H]1C)c2ccccc2
1301214-47-0,CC(C)n1ncc(C2)c1C(=O)CC23CCN(CC3)C(=O)c(cc4)cc(c45)nc(C)[nH]5
130-16-5,Oc1ccc(Cl)c(c12)cccn2
1301708-12-2,C1CCCC[N+]1(C)CCOCCOCCOCCn2c(ccc(c3)/C=C/c4cc[n+](C)cc4)c3c(c25)cc(cc5)/C=C/c6cc[n+](C)cc6
130-22-3,O=S(=O)([O-])c(c1)c(O)c(O)c(c12)C(=O)c3c(C2=O)cccc3
130-26-7,Clc1cc(I)c([O-])c(c12)nccc2
1303470-48-5,CSc1ccccc1Nc(nc(n2)N3CC[NH2+]CC3)c(c24)ncnc4NCC5CC5
1303607-07-9,Fc1c(Cl)cccc1[C@H]2[C@H](C(=O)N[C@H]3CC[C@H](O)CC3)[NH2+][C@H](CC(C)(C)C)[C@@]24c5c(NC4=O)cc(Cl)cc5
1303607-60-4,Fc1c(Cl)cccc1[C@H]2[C@H](C(=O)N[C@@H]3CC[C@@H](O)CC3)[NH2+][C@@H](CC(C)(C)C)[C@]24c5c(NC4=O)cc(Cl)cc5
130-37-0,O=C1C[C@](S(=O)(=O)[O-])(C)C(=O)c(c12)cccc2
130370-60-4,s1cccc1SC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NC)Cc2ccccc2
130-40-5,Cc(c1)c(C)cc(c12)nc3c(nc(=O)[nH]c3=O)n2C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
130405-40-2,Oc(c1)c(O)c(O)cc1C(=O)O[C@H](Cc(c23)c(O)cc(c3)O)[C@@H](O2)c4ccc(O)c(O)c4
13042-33-6,O=C([O-])CNC(=O)CC[C@@H](C)[C@@H](CC1)[C@@](C)(CC[C@@H]23)[C@@H]1[C@@H]2C[C@H](O)[C@@H]([C@@]34C)C[C@H](O)CC4
1304630-27-0,Cc1cn(cn1)-c2ccc(cc2F)-c3csc(n3)Nc4cc(CC)c(C)cc4C
130477-52-0,COc(cc1)cc(c12)C(=O)N3[C@@H](CCC3)c4n2cnc4C(=O)OCC
130495-35-1,COc1ccc(cc1)CCCO[C@H](c2ccc(OC)cc2)Cn3cc[nH+]c3
130551-41-6,O1C[C@H](C)CC[C@]12O[C@@H]3[C@H]([C@@H]2C)[C@]4(C)[C@@H](C3)[C@H]5[C@H](CC4)[C@]6(C)C(=CC5)C[C@@H](O)C[C@H]6O[C@H]7[C@@H]([C@H]([C@@H](O)[C@H](O7)C)O[C@H]8[C@H](O)[C@@H](O)[C@H](O)CO8)O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O
130-61-0,CSc(c1)ccc(c12)Sc3c(cccc3)N2CC[C@@H]4[N@@H+](C)CCCC4
130641-38-2,c1cccc(c12)c(COC(C)(C)C([O-])=O)nn2Cc3ccccc3
130693-82-2,O=S(=O)(N)c(c1)sc(c12)S(=O)(=O)[C@@H](C)C[C@@H]2[NH2+]CC
1307245-86-8,OCc1cccnc1-n2nc(C)c(c2)C[N@H+](CC3)CC[C@]34c5c(cc(Cl)s5)C(F)(F)CO4
13073-25-1,[O-][N+](=O)c1cccc(Br)c1[O-]
13073-96-6,OCCOCCN1CC[NH+](CC1)C(c2ccccc2)c3ccccc3
13074-06-1,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
13078-04-1,c1ncccc1[C@@H]2[NH2+]CCCC2
130798-51-5,O=C([O-])CCc(c(C([O-])=O)[nH]1)c(c12)c(Cl)cc(Cl)c2
1308672-74-3,C[NH+](C)CCNS(=O)(=O)Cc1cccc(c1)Nc2nccc(n2)Oc(c3)ccc(c34)[nH]c(C)c4
130-86-9,O1COc(c2)c1cc(C(=O)C3)c2CC[N@H+](C)Cc(c34)c5c(cc4)OCO5
1309198-71-7,c1cccc(c1CO)-c2nc(N)nc(n2)NCc3ccccc3
130929-57-6,CCN(CC)C(=O)/C(C#N)=C/c1cc([N+]([O-])=O)c([O-])c(O)c1
130964-39-5,c1nccc(c12)c(ccc2)S(=O)(=O)NCC[NH2+]C/C=C/c3ccc(Br)cc3
1309793-47-2,Fc(c1)ccc(c1F)C2=NO[C@@H](C2)CC(=O)N3CCOCC3
131-01-1,COc(c1)c(OC)c(OC)cc1C(=O)O[C@@H]([C@H](OC)[C@H]2C(=O)OC)C[C@@H]([C@@H]23)C[N@H+]4[C@H](C3)c5c(CC4)c6c([nH]5)cccc6
13103-34-9,C1=CC(=O)C=C([C@]12C)CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@H]4OC(=O)CCCCCCCCC=C
1310422-41-3,C[NH2+]C[C@@H]1OCCc(c12)ccs2
1310726-60-3,FC(F)(F)CNC(=O)N1C[C@@H](CC)[C@H](C1)c(cn2)n(c23)c4c(nc3)[nH]cc4
13110-96-8,O=C([O-])c1cc(C(=O)C)ccc1O
131-11-3,COC(=O)c1ccccc1C(=O)OC
1311136-84-1,CC[C@@H](N1)C(=O)N(C1=O)c2ccc(nc2)Oc3ccc(C)c(c3)OC
1311174-68-1,CC(C)(C)OC(=O)N1CC[NH+](CC1)Cc2ccc(cc2)NC(=O)Cc(nn(C)c3=O)c(c34)cccc4
131-12-4,O=c(o1)ccc(c12)c(OC)c(OC)c3c2cco3
1311367-27-7,c1cccc(c12)n(CCCN(C)C)c(\[nH]2)=N\C(=O)c(c3)ccc(c34)cc5n4[C@H](C)CCNC5=O
1311385-32-6,C[C@H]([NH3+])C(=O)N[C@]1(C([O-])=O)C[C@H]([C@H]([C@H]12)[C@@H]2C([O-])=O)Sc3[nH]ncn3
13115-71-4,[NH3+]CC(=O)N[C@H](C(=O)[O-])CCC(=O)N
1312782-34-5,C1CCCN1C(=O)n2nncc2
1312787-30-6,O=C1C=C([S@@](=O)N1)c2ccc(cc2)OCc3cc(ccc3)-c4c(C)cc(cc4C)OCCCS(=O)(=O)C
131287-39-3,CC(=O)N[C@@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O[C@H]1NC(=O)C[C@@H](C([O-])=O)NC(=O)OCC2c(cccc3)c3c(c24)cccc4
1312991-76-6,Oc1ccc(cc1)[C@H](O)[C@@H](C)C[N@@H+]2CC[C@H](CC2)Cc3ccccc3
13133-07-8,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@]2([C@@H](O)[C@H](O)[C@H](O2)CO)CO[C@@]3(O[C@H](CO)[C@@H](O)[C@@H]3O)CO[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O
1313403-49-4,CCCCOc(c(c1C=O)OC)cc(c12)C(=O)O[C@H](C2)O
1313407-95-2,c1ccc(C)nc1Cn2nc(C3CC3)c(c24)c(ccc4)NC(=O)c(cn5)n(c56)ccc(c6)OCCN7CC[NH+](C)CC7
1313491-22-3,COc1ccc(cc1)Nc2cc(ncn2)NC3CCCCC3
131359-24-5,Oc1ccccc1\C=C\C(=O)/C=C/c2ccccc2O
1313613-09-0,c1ccc([N+]([O-])=O)cc1S(=O)(=O)n2c(ccc2)/C=C(C#N)/S(=O)(=O)c3ccc(F)cc3
1313725-88-0,Cn1ncc(c1)-c(cn2)nc(c23)n(nn3)[C@@H](C)c(c4)ccc(n45)ncc5
13137-64-9,O=C1OCC(=C1)[C@@H](CC2)[C@@]3(C)CC[C@@H]([C@@H]4[C@@]23O)[C@]5(C)[C@](O)(CC4)C[C@H](CC5)O[C@@H]6O[C@H](C)[C@H]([C@H](C6)OC)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O
1314118-94-9,c1cc(Cl)ccc1-c(o2)ccc2C(=O)N(Cc3ncccc3)c4ccc(cc4)N5CC[NH2+]CC5
1314241-44-5,c1ncc(Br)cc1C(=O)N2CCC(CC2)[NH+]3CCCC3
131-48-6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](NC(=O)C)[C@@H](O)CC(=O)C([O-])=O
1314883-11-8,O=S(=O)(C)c(cc1)ccc1-c(cnc2N)cc2-c3ccc(C(F)(F)F)nc3
1314890-29-3,FC(F)(F)c(n1)onc1-c(c2)cccc2C(=O)NCC3(CCOCC3)c4nc(cs4)-c5ccccc5
1314891-22-9,FC(F)(F)c(n1)onc1-c(ccc2)cc2C(=O)NCC(C)(C)c3coc(n3)-c4ccccc4
1315323-00-2,c1cc(C)ccc1S(=O)(=O)Nc2ccc(cc2)-n3nc(C(F)(F)F)cc3C(F)(F)F
1315329-43-1,CCN(CC1)CC[NH+]1Cc(c(C(F)(F)F)c2)ccc2NC(=O)c3ccc(C)c(c3)/C=C/c(cn4)c(OC)c(c45)cc[nH]5
131-53-3,Oc1ccccc1C(=O)c2ccc(OC)cc2O
1315330-17-6,CCN(CC1)CC[NH+]1Cc(c(C(F)(F)F)c2)ccc2NC(=O)c3ccc(C)c(c3)Oc4ncnc(c45)cc(OC)c(c5)OC
1315355-93-1,c1c[nH]c(c12)nccc2Oc(c(C)cc3)cc3C(=O)Nc4cc(C(F)(F)F)c(cc4)C[NH+]5CCN(CC5)CC
131543-23-2,c1cccc(c12)cccc2C(=O)c(c3C)c4cccc(c4n35)OC[C@H]5CN6CCOCC6
131-57-7,c1ccccc1C(=O)c2ccc(OC)cc2O
13159-28-9,C=C(C)[C@H](CC1)[C@@H]([C@@]12C=O)[C@@H]3[C@@](C)(CC2)[C@@]4(C)[C@H](CC3)[C@]5(C)[C@@H](CC4)C(C)(C)[C@@H](O)CC5
1316215-12-9,ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2Cl)c3ccccc3
1316755-16-4,c1ccccc1C(c2ccccc2)C(=O)N(C3)[C@H](C(=O)[O-])Cc(c34)c(c(OC)cc4)OCc5ccccc5
131-69-1,O=C([O-])c1ccccc1C(=O)Nc2ccc(cc2)S(=O)(=O)[N-]C(=O)C
131-70-4,O=C([O-])c1ccccc1C(=O)OCCCC
131707-23-8,C[NH+](C)Cc(c([O-])c(Br)c1)c(c12)c(C(=O)OCC)c(n2C)CSc3ccccc3
