CAS,smiles
86030-08-2,c1ccccc1S(=O)(=O)c2ccc(Cl)cc2[N+]([O-])=O
860352-01-8,C1CC[NH2+]C[C@H]1NC(=O)c2c(NC(=O)N)cc(s2)-c3cccc(F)c3
861038-72-4,c1ccnc(c12)c(ccc2Cl)OCC[NH+](CC)CC
861139-16-4,OCCN(C)S(=O)(=O)c1ccc(OC)c(c1)-c(nn2)n(c23)nc(C)c4c3cccc4
861214-33-7,c1cc(F)cc(c12)C(\C(=O)N2)=C(/N3)\C(=N\O)c(c34)cccc4
861393-28-4,n1cccc(c12)c(ccc2)NC(=N\C#N)/N[C@@H](C(C)(C)C)NC(=O)Cc3cc(OC)c(cc3)OC
861446-16-4,Oc1cc(cc(F)c1)/C=C/c2ccc(O)cc2
861875-60-7,FC(F)(F)c(c1)cccc1NC(=O)c2cccc(c23)cc(cc3)Oc4nc(N)ncc4
862189-96-6,CCn1cc(CCC)c(c12)nc([nH]c2=O)-c3cc(ccc3OCCC)S(=O)(=O)N4CCN(CC4)CCO
86227-47-6,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
862281-92-3,c1cc(F)cc(F)c1[C@H](C[N@@H+](C2)C(C)(C)C)[C@@H]2C(=O)N(C[C@@H]3C)C[C@@H](C)[C@]3(O)c4ccccc4
862507-23-1,Fc1ccc(cc1)-c2c(nc([nH]2)C(C)(C)C)-c(n3)ccc(c34)nc(N)n4CC(C)(C)C
862892-90-8,CCCCCn1c(=O)[nH]c([O-])c(c12)nc(Cl)n2
863031-21-4,o1c(=O)oc(C)c1COC(=O)c2cccc(c23)nc(OCC)n3Cc4ccc(cc4)-c5ccccc5-c6[nH]c(=O)on6
863115-70-2,c1c(F)ccc(c12)oc(cc2=O)C(=O)N[C@@H]3CC[N@H+](CC3)Cc(cc4)cc(c45)OCO5
863329-66-2,O=c1[nH]c(=O)n(cc1)[C@@H]([C@@]2(F)C)O[C@@H]([C@H]2O)CO
86-34-0,CN1C(=O)C[C@H](C1=O)c2ccccc2
863405-60-1,Cc1ccc(cc1)-c2noc(n2)CSc3nnc(-c4ccncc4)n3-c5ccc(OC)cc5
863513-91-1,c1ccccc1[C@]([NH+](C)C)(CC2)CC[C@]23c4c(CCO3)c5c([nH]4)ccc(F)c5
863513-93-3,c1ccccc1[C@]([NH+](C)C)(CC2)CC[C@]23c4c(CCO3)c5c([nH]4)ccc(F)c5
863588-32-3,C1CCCCC1n(c2=O)c(=O)cc([nH]2)N3CCN(CC3)c4cccc(Cl)c4
863598-09-8,N#CCCc1cccc(c1)-n(cc2)c(c23)nc(nc3)Nc4cc(OC)c(OC)c(c4)OC
863-61-6,c1cccc(c12)C(=O)C(C)=C(C2=O)C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
863774-58-7,OC=1CC(C)(C)C=C(C12)NC(=S)N[C@@H]2c3cccc(O)c3
86386-73-4,n1cncn1CC(O)(c(c(F)c2)ccc2F)Cn3cncn3
86404-04-8,OC[C@H](O)[C@H]1OC(=O)C(O)=C1OCC
864070-44-0,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c(ccc2Cl)cc2Cc3ccc(cc3)O[C@H]4CCOC4
864082-47-3,c1n[nH]c(c12)cc(F)c(c2)NC(=O)C3=C(C)NC(=O)C[C@H]3c4ccc(C(F)(F)F)cc4
86408-72-2,C1CC[C@](C(=O)[O-])(C)[C@@H]2CCc(c3[C@]12C)cc(C(C)C)c(S(=O)([O-])=O)c3
864167-45-3,O=C([O-])CCC(=O)P(=O)([O-])[O-]
864420-54-2,Clc1ccc(c(Cl)c1)CC[NH2+]C2CCN(CC2)Cc3ccccc3
864731-61-3,FC(F)(F)CNC(=O)CNC(=O)c1ccc(cc1C)C(C2)=NO[C@@]2(C(F)(F)F)c3cc(Cl)cc(Cl)c3
864750-70-9,c1ccccc1-c2ccccc2NC(=O)O[C@@H]3CC[N@H+](CC3)CCN(C)C(=O)c4ccc(cc4)C[N@H+]5CC[C@H](C(=O)N)CC5
86-48-6,O=C([O-])c(cc1)c(O)c(c12)cccc2
864864-17-5,C1CC1N(C2)C(=O)c(c23)ccc(c3)-c4c(C)n(nn4)-c5cccnc5F
864941-31-1,CCOC(=O)NC(=O)c1c(scc1)NC(=O)c2ccc(s2)[N+]([O-])=O
86-51-1,COc1c(C=O)cccc1OC
865273-97-8,O=C([O-])c1ccc(OC)c(c1)S(=O)(=O)Nc2cc(C(F)(F)F)ccc2N3CCCCC3
865305-30-2,COc(c1)c(I)cc(c1C(C)C)Oc2cnc(N)nc2N
865317-30-2,c1cccc(c12)cc(cc2)CC(=O)Nc3n[nH]c(c3)C4CCC4
865362-74-9,[nH]1nc(N)c(c12)cc(nn2)-c3c(nn(c34)cccc4)-c5ccccc5
86541-74-4,c1cccc(c12)CC[C@@H](C(=O)N2CC([O-])=O)N[C@H](C(=O)OCC)CCc3ccccc3
865466-24-6,C1CCCCC1(CS(=O)(=O)C(C)(C)C)NC(=O)N[C@@H](C(C)(C)C)C(=O)N(C[C@@H]([C@@H]23)C3(C)C)[C@@H]2C(=O)N[C@@H](CCCC)C(=O)C(=O)NC4CC4
865479-71-6,Clc(s1)ccc1C(=O)NC[C@@H](OC2=O)CN2c3ccc(cc3)N4C(=O)COCC4
865608-11-3,FC(F)(F)c1ccccc1CNC(=O)c2cc(ccc2)NCc3nnc(n3C)-c4ccncc4
865783-95-5,COc1ccc(cc1O)CS(=O)(=O)/C=C/c2c(OC)cc(OC)cc2OC
865783-99-9,[O-]P([O-])(=O)Oc(c(OC)cc1)cc1CS(=O)(=O)/C=C/c2c(OC)cc(OC)cc2OC
86583-19-9,OC[C@H]([C@H]1O)O[C@H]([C@@H]1O)n2cnc(c23)c(N)[nH+]cc3
865838-26-2,Nc(n1)ccn(c1=O)[C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O
865854-05-3,c1cccc(c12)cccc2-n(c3=O)sc(=O)n3Cc4ccccc4
866206-54-4,N#Cc1cc(ccc1F)C[N@H+]2CC[C@@H](CC2)Nc3ncnc(c34)sc(Cl)c4
86636-92-2,C=CC(=O)c(cc1)cc(c12)ccc(c2)N(C)C
86639-52-3,CC[C@@]1(O)C(=O)OCc(c12)c(=O)n3c(c2)c4c(C3)c(CC)c5c(n4)ccc(c5)O
866460-33-5,O=C([O-])Cn1c(ccc(F)c2)c2c(c13)CN(CC3)C(=O)c4cccc(c45)cccc5
86-68-0,n1ccc(C(=O)[O-])c(c12)cc(cc2)OC
866823-73-6,O=C([O-])c1ccc(cc1)-c2cccc(c2)COc(c3)c(C)c(C)c(c34)C(=O)[C@@H](C4)C5CCCC5
866893-90-5,n1cn(C(C)C)c(c12)nc(N[C@H](CC)CO)nc2N(C)Cc3ccccc3
866927-10-8,Oc1c(Cl)cc(Cl)cc1CNc(cc2)cc(c23)[nH]nn3
867017-68-3,Nc1nc(Cl)cc(n1)Nc2cc(F)c(c(F)c2)Oc3ccnc(c34)[nH]cc4C
867160-71-2,Nc1nccn(c12)c([C@@H](C3)C[C@@]3(O)C)nc2-c(cc4)cc(c45)nc(cc5)-c6ccccc6
867164-40-7,C1COCCN1CCNC(=O)Nc2ccc(cc2)C(=O)/C=C/c3nc(ccc3)N4CCOCC4
867331-64-4,Clc1ccc(O)cc1-c(cc2C)cc(c23)nnc(n3)Nc4ccc(cc4)OCC[NH+]5CCCC5
86-73-7,c1cccc(c12)Cc3c2cccc3
86-81-7,O=Cc1cc(OC)c(OC)c(c1)OC
868273-06-7,c1cc(Cl)cc(c12)c(CC)c([nH]2)C(=O)NCCc3ccc(cc3)N4CCCCC4
86831-54-1,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]([C@@H](O)[C@@H](O2)C)[C@@H](O)[C@@H]2Oc(c3O)cc(O)c(c34)c(=O)c(O)c(o4)-c5ccc(O)cc5
86-87-3,[O-]C(=O)Cc(ccc1)c(c12)cccc2
869113-09-7,c1ccccc1C(O)(c2ccccc2)C34CC[N+](CC3)(CC4)CCOCc5ccccc5
86925-97-5,CC(C)(C)OC(=O)N1[C@@H](CCC1)C(=O)N2[C@H](C=O)CCC2
869288-64-2,O=C(N1)CCc(c12)cc(cc2)Nc3ncc(C(F)(F)F)c(n3)NCc4cccc(c4)S(=O)(=O)C
869296-13-9,COc1cccc(c1)CNC(=O)c(n2)[nH]c(=O)c(c23)c(cs3)COCc4ccc(C([O-])=O)cc4
869357-68-6,Ic1cc(F)c(cc1)Nc2n(C)c(=O)c(C)cc2C(=O)NOCCO
869363-13-3,O=C([O-])c1ccc(cc1)Nc(n2)ncc(c23)CN=C(c4c3ccc(Cl)c4)c5c(F)cccc5F
86-96-4,O=c([nH]1)[nH]c(=O)c(c12)cccc2
869884-78-6,CC(=O)NC[C@H]1CN(C(O1)=O)c2ccc(c(F)c2)-c3ccc(cc3)CNCc4cnn[nH]4
870061-27-1,Clc1c(Cl)c(ccc1)-n2nnnc2NCc3ccccc3Oc4ncccc4
870070-55-6,OC1(C)CCN(CC1)C(=O)Nc(n2)sc(c23)c(ccc3OC)N4CCOCC4
870153-29-0,COc1cccc(c12)[nH]c(c2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)CO)C[C@H]3C(=O)NCC3
870281-34-8,c1ccccc1-n(c(=O)c(c23)cc(F)cc3)c(n2)[C@H](C)Nc4ncnc(c45)[nH]cn5
870281-82-6,c1ccccc1-n(c(=O)c(c23)c(F)ccc3)c(n2)[C@H](CC)Nc4ncnc(c45)[nH]cn5
870483-87-7,Nc1nc(N)c(c[nH+]1)Cc2cc(OC)c(cc2)OCc3ccc(OC)cc3
87051-43-2,c1csc(n12)nc(C)c(c2=O)CC[NH+]3CCC(CC3)=C(c4ccc(F)cc4)c5ccc(F)cc5
870544-59-5,FC(F)(F)Oc(cc1)ccc1NC(=O)Nc2cccnc2Oc3ccccc3C(C)(C)C
870653-45-5,c1cc(=O)oc(c12)cc3c(cco3)c2OCCCCOc4ccccc4
870823-12-4,COc(cc1)cc(c12)ccc(c2)-c(c3)n(nc3-c(cc4Cl)cc(Cl)c4)[C@@H](C)c5ccc(cc5)C(=O)NCCC([O-])=O
870843-42-8,c1cc(F)ccc1[C@H](C)N(C2=O)CCCC\2=C/c3ccc(c(c3)OC)-n4cnc(C)c4
870-93-9,[O-]C(=O)[C@@H]([NH3+])CCSSCC[C@H]([NH3+])C([O-])=O
870964-67-3,O=C([O-])Cc1ccc(cc1)N2C[C@H](CC2)[NH2+][C@H](C)c3cccc(c34)cccc4
871026-44-7,FC(F)(F)c(c1)cccc1Oc2ccc(cc2Cl)Nc(ncn3)c(c34)n(cc4)CCNC(=O)CC(C)(C)O
871108-05-3,[O-][N+](=O)OC[C@H]([C@H]1O)O[C@H]([C@@H]1O)n2cnc(c23)c(ncn3)NC4CCCC4
871266-63-6,O=C([O-])C[C@@H](C([O-])=O)NC(=O)Cc1cc(-c2cc(S(=O)(=O)N)ccc2O)c(O)c(c1)-c([nH+]3)[nH]c(c34)cc(cc4)C(N)=[NH2+]
871362-31-1,FC(F)(F)Oc1ccc(cc1)-n2c(C)c(nc2C)C#Cc3cc(Cl)ncc3
871-70-5,O=C([O-])CCCCCCCCCCCCCCCCC([O-])=O
87-17-2,[O-]c1ccccc1C(=O)Nc2ccccc2
87233-61-2,C[N@H+]1CCN(CCC1)c([nH+]2)n(c(c23)cccc3)CCOCC
872365-14-5,n1cccc(c12)c(CC(=O)[O-])c(C)n2Cc3ccc(S(=O)(=O)C)cc3C(F)(F)F
87239-81-4,CC(C)OC(=O)O[C@H](C)OC(=O)C1=C(COC)CS[C@@H](N12)[C@@H](C2=O)NC(=O)/C(=N\OC)c3csc(n3)N
872511-34-7,COc1cc(OC)c(Cl)c(c1Cl)NC(=O)N(C)c2cc(ncn2)Nc3ccc(cc3)N4CC[NH+](CC4)CC
872573-93-8,s1cccc1CNC(=NC2=O)SC\2=C/c(cc3)cc(c34)cccn4
87-28-5,OCCOC(=O)c1ccccc1O
873054-44-5,CC(C)(C)c(c1)c(O)cc(c1C(C)(C)C)NC(=O)c(c[nH]2)c(=O)c(c23)cccc3
873080-25-2,Clc1cnc(S(=O)(=O)CC)nc1C(=O)N(Cc2ccco2)Cc3ccc(Cl)cc3
873225-46-8,C1CCC[NH+]1C(CC2)CCN2C(=O)c3ccc(cc3)Nc4nccc(n4)-c(c5)sc(c56)cccc6
873305-35-2,c1ccccc1-c(o2)c(-c3ccccc3)c(c24)c(ncn4)NC[C@@H]5CCCO5
87-33-2,[O-][N+](=O)O[C@@H](CO1)[C@H]([C@H]12)OC[C@H]2O[N+]([O-])=O
87333-19-5,C1CC[C@@H]([C@@H]12)N([C@H](C(=O)[O-])C2)C(=O)[C@H](C)N[C@H](C(=O)OCC)CCc3ccccc3
873652-48-3,C1CCCCC1[C@H](NC(=O)[C@H](C)[NH2+]C)C(=O)N2[C@@H](CCC2)C(=O)Nc3c(nns3)-c4ccccc4
873697-71-3,COC(=O)N1CC[NH+](CC1)Cc2c(F)c(ccc2)NC(=O)Nc3ccc(C)nc3
873786-09-5,FC(F)(F)c1ccc(cc1)CNc2[nH+]cc(cc2)Cc(c[nH]3)c(c34)cccn4
873837-23-1,C1OCC[NH2+][C@@H]1COC(=O)Nc(c2)c(C)c(n23)c(ncn3)Nc(c4)ccc(c45)n(nc5)Cc6cc(F)ccc6
873857-62-6,CCc1c(Cl)c([O-])c(Cl)c(O)c1C(=O)O[C@@H]2[C@@H](C)O[C@H]([C@H]([C@H]2O)OC)OC/C3=C\C=C\C[C@H](O)/C(C)=C\[C@H](CC)[C@H](/C(C)=C(/[H])C(/C)=C\C[C@H](OC3=O)[C@H](O)C)O[C@H](OC4(C)C)[C@@H](O)[C@@H](O)[C@@H]4OC(=O)C(C)C
87392-12-9,COC[C@H](C)N(C(=O)CCl)c1c(C)cccc1CC
87-39-8,ON=C1C(=O)[N-]C(=O)NC1=O
874101-00-5,Fc1cc(I)ccc1Nc(c(F)c2F)c(C(=O)NOCCO)cc2CN3C(=O)CCCO3
874119-56-9,Clc1cc(ccn1)C2=[NH+][C@H](c3c(F)cc(Cl)cc3)/C(C(=N2)C)=C([O-])/Nc(c(F)c4)cc(c45)cn[nH]5
87-41-2,C1OC(=O)c(c12)cccc2
874-14-6,Cn1ccc(=O)n(C)c1=O
874146-69-7,Cc(s1)nnc1[N-]C(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccc(F)cc3
874-24-8,O=C([O-])c1ncccc1O
874484-20-5,o1cccc1C(=O)NCCc2c(nc(cc3)OC)c3n4Cc(c5c24)cccn5
874590-32-6,c1cccc(c12)C(=NS2(=O)=O)Nc3c(cccc3)N4CCCC4
874902-19-9,CN(C)C(=O)n1nnnc1Cc2ccc(cc2)-c3ccccc3
875051-72-2,CNC(=O)c1nc(N)c(cc1)-c2cc(Cl)cc(Cl)c2Cl
87-51-4,[O-]C(=O)Cc(c[nH]1)c(c12)cccc2
87-52-5,C[NH+](C)Cc(c[nH]1)c(c12)cccc2
875320-29-9,ONC(=O)c1cnc(nc1)N2CCC(CC2)C[NH2+]Cc(cn3C)c(c34)cccc4
875337-44-3,c1ccccc1CC(=O)[N-]C(=S)Nc2ccc(c(F)c2)Oc3ccnc(c34)cc(s4)-c5cn(cn5)C
875446-37-0,FC(F)(F)c(c1)cc(C(F)(F)F)cc1[C@@H](OC2=O)[C@H](C)N2Cc3cc(C(F)(F)F)ccc3-c4cc(C(C)C)c(F)cc4OC
875-59-2,CC(=O)c1ccc(O)cc1C
875787-07-8,Fc(c1)ccc(c1Cl)Cn(n2)c(c(c23)cccc3C(F)(F)F)-c4ccc(F)cc4
87-66-1,Oc1cccc(O)c1O
876708-01-9,[N-]=[N+]=N[C@@]1(CO)[C@@H](O)[C@H](O)[C@@H](O1)n2c(=O)[nH]c(=O)cc2
876708-03-1,O=c1nc(N)ccn1[C@H](O2)[C@@H](O)[C@H](O)[C@]2(CO)N=[N+]=[N-]
87679-37-6,C1CCC[C@@H]([C@H]12)C[C@@H](C(=O)[O-])N2C(=O)[C@H](C)N[C@H](C(=O)OCC)CCc3ccccc3
87701-68-6,C1C[C@@](O)(C)[C@H]([C@@H]12)C=C(C(C)C)CC[C@]2(O)C
877-43-0,Cc(c1)ccc(c12)nc(C)cc2
877636-42-5,n1cccnc1SCc(cc2=O)occ2OC(=O)c3ccc([N+]([O-])=O)cc3
877822-41-8,OC\C=C(C)\C(=O)O[C@@H]([C@H]([C@@H]12)C(=C)C(O2)=O)C/C(COC(=O)C)=C\C[C@H](/C(C)=C/1)OC(=O)C
877877-35-5,CC(C)c1ccccc1Cc(c(O)c(O)c2[O-])cc2C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C
877950-01-1,c1cccc(cc2)c1c(c23)c(co3)CC(=O)OCC(=O)[N-]c4nnc(o4)-c5ccccc5
87-79-6,OCC(=O)[C@@H](O)[C@H](O)[C@@H](O)CO
878006-06-5,CCCCCCCC(=O)/C=C/c1ccc(O)c(c1)OC
878385-84-3,C1CCN1S(=O)(=O)[N-]c2nc(nc(c2)O[C@H](C)[C@@H](O)CO)SCc3cccc(F)c3F
878419-78-4,O=c1n(C)c(=O)nc(c12)n(C)nc(n2)-c3ccc(C(F)(F)F)cc3
878451-87-7,Cn1c(=O)[nH]c(=O)c(c12)n(C)c(n2)Sc(n3)ccc(c34)cccc4
878489-28-2,Clc1ccc(cc1)OC(C)(C)C(=O)N[C@H]([C@@H](C2)C[C@H](C3)C4)[C@@H]3C[C@]24NS(=O)(=O)C
87848-99-5,O=C([O-])/C=C/c1nc(ccc1)/C(c2ccc(C)cc2)=C/C[NH+]3CCCC3
878557-55-2,c1cccc(c12)c(c[nH]2)C[C@H]([NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc(c[nH]3)c(c34)cccc4)C(=O)N[C@@H](Cc(c[nH]5)c(c56)cccc6)C(=O)N[C@@H](Cc(c[nH]7)c(c78)cccc8)C(=O)N[C@H](C(=O)N)Cc(c[nH]9)c(c19)cccc1
878739-06-1,n1cn(C)c(=O)c(c12)cc(cc2)Nc3c(C)ccc(c3)NC(=O)c4cc(C(C#N)(C)C)ccc4
878978-76-8,c1cccc(c12)c(C(=O)[O-])cn2CCOc3cc(C)ccc3C
87-89-8,O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
879085-55-9,Clc1cc(S(=O)(=O)C)ccc1C(=O)Nc2ccc(Cl)c(c2)-c3ncccc3
879127-07-8,C1CC1C(=O)Nc2cccc(c2)Nc3ncnc(c3)Nc4cccc(C(F)(F)F)c4
879127-16-9,C1CC1C(=O)Nc2cccc(c2)Nc3nccc(n3)Nc4cccc(C(F)(F)F)c4
87940-60-1,c1cc(Cl)ccc1C(=O)NCCC[NH+]2CCOCC2
879487-87-3,OCCn(nc1)cc1-c(c2F)cc(cc2)-c3cn[nH]c3-c4cccc(n4)C
87-99-0,OC[C@@H](O)C(O)[C@@H](O)CO
880090-88-0,CCOC(=O)c(cc1)ccc1N(C)c2csc(n2)-c3ccccc3
88-04-0,Oc1cc(C)c(Cl)c(C)c1
880635-03-0,FC(F)(F)c(cc1)ccc1C(=O)/C=C(C)\N[C@H](CNC(=O)CC)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4
881005-91-0,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](C([O-])=O)O[C@H]1Oc(cc2)cc(c23)oc(=O)cc3C
88105-29-7,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H](CC2)C(C)(C)[C@H](CC3)[C@@]2(C)[C@H]([C@]3(C)[C@@]45C)C[C@@H](O)[C@@H]4[C@H](CC5)[C@](C)(CCC=C(C)C)O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O
881179-06-2,[O-]C(=O)CC[C@@H](C)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)[C@H](CC3)C[C@@H](CC4)OC(=O)[C@H]([NH3+])CC([O-])=O
881202-45-5,c1cccc(c12)c(c[nH]2)CCNc3ccc(cc3)Nc4cc[nH+]cc4
88122-99-0,CCCC[C@H](CC)COC(=O)c1ccc(cc1)Nc2nc(Nc3ccc(cc3)C(=O)OC[C@H](CC)CCCC)nc(n2)Nc4ccc(cc4)C(=O)OC[C@H](CC)CCCC
881375-00-4,CCN(CC1)CC[NH+]1CC(=O)Nc2ccc(c3sc(c4c23)cccc4)-c5cccc(c56)c(=O)cc(o6)N7CCOCC7
881413-29-2,CCS(=O)(=O)Nc(cc1)cc(c12)nc(C(C)(C)C)n2CC(CC3)CCC3(F)F
88-14-2,O=C([O-])c1ccco1
881487-77-0,c1cccc(c12)C(=O)C(SCC(=O)[O-])=C/C2=N\S(=O)(=O)c3ccc(C(C)(C)C)cc3
881639-98-1,O1COc(c12)cc(Br)c(c2)[C@@H]3Nc(c4[C@@H]([C@@H]35)C=CC5)ccc(c4)C(=O)C
881681-00-1,c1ncccc1S(=O)(=O)n2cc(C[NH2+]C)cc2-c3ccccc3F
881-68-5,COc1c(OC(=O)C)ccc(C=O)c1
881851-50-9,[O-]C(=O)CNC(=O)[C@H](CCC1)N1C(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)C[NH3+]
88191-84-8,c1ccccc1COC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C=O)Cc2ccccc2
88206-46-6,c1cc(=O)oc(c12)cc3c(cco3)c2OC/C=C(\C)C[C@@H](O)C=C(C)C
882-09-7,[O-]C(=O)C(C)(C)Oc1ccc(Cl)cc1
88-21-1,Nc1c(S([O-])(=O)=O)cccc1
882256-55-5,c1ccccc1NC(=O)N2CCN(CC2)c(ccc3)c(c34)cc[nH]4
882257-11-6,CC(=O)c1cc([N+]([O-])=O)c(s1)Sc2cccc(Cl)c2Cl
882290-02-0,c1cc(Cl)ccc1C(=O)C(\C#N)=N\Nc2ccc(F)c(Cl)c2
882366-16-7,Cc(c1)cccc1OC(=O)c2nc(S(=O)(=O)CC)ncc2Cl
882405-89-2,C1CN(C)CC[NH+]1Cc(c(C(F)(F)F)c2)ccc2NC(=O)N(CC3)c(c34)ccc(c4)Oc5ncnc(c5)NC(=O)C
882663-88-9,FC(F)(F)c(c1)cccc1NC(=O)c2ccc(C)c(c2)-c(c3)ccc(c34)nc(nc4)NCC[NH+]5CCOCC5
882697-00-9,Brc1cc(ccc1)-c2cc(n[nH]2)-c(cc3)cc(c34)OCO4
883003-62-1,COc1c(OC)cc(cc1)-c(n2)cc(C(F)(F)F)n(c23)nc(c3)-c4cccs4
883031-03-6,FC(F)(F)c(c1)cccc1NC(=O)c2c(C)n(c(c2)-c3ccccc3)CCCN4CCOCC4
883065-90-5,O1CCOc(c12)cc(cc2)-n(c3=O)c(n[nH]3)Sc4ncc(s4)[N+]([O-])=O
88321-09-9,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
88349-90-0,CCOC(=O)COc1ccc(Cl)c(c12)cccn2
883-84-1,Cc1c([O-])c(C)[nH+]cc1COP([O-])([O-])=O
883973-99-7,Clc1ccc(Cl)cc1S(=O)(=O)[N-]c(n2)oc(c23)ccc(Cl)c3
883986-34-3,CC(C)n(nc1)cc1NC(=O)Cc2ccc(cc2)Oc3ncnc(c34)cc(OC)c(c4)OC
88426-33-9,c1cccc(c12)C([O-])=C(C(=O)C2=O)C[C@@H]3CC[C@H](C(C)(C)C)CC3
884-33-3,[O-]C(=O)C[C@H](C(=O)[O-])Cc1ccccc1
884-35-5,COC(=O)c1cc(OC)c(O)c(c1)OC
884600-68-4,FC(F)(F)c(cc1)ccc1[C@H](C[C@@H]2CC(=O)[O-])[N@@H+](CC2)[C@H](CCC(C)C)c3ccc(Cl)cc3
884-68-4,O=C(O1)C=C([C@]123)C=C[C@H](C3)N4[C@H]2CCCC4
88495-63-0,[O-]C(=O)CCC(=O)O[C@@H]([C@H](C)[C@H]1[C@@]234)O[C@@H]4O[C@](C)(OO3)CC[C@H]2[C@H](C)CC1
885012-33-9,[O-]C(=O)c1ccc(cc1)O[C@H]2CC[C@@H](CC2)NC(=O)NC34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4
885060-08-2,c1ccccc1[C@]2(CCC[NH3+])N(C(=O)N(C)OC)N=C(S2)c3cc(F)ccc3F
885060-09-3,c1ccccc1[C@@]2(CCC[NH3+])N(C(=O)N(C)OC)N=C(S2)c3cc(F)ccc3F
885066-67-1,O=C([O-])C(C)(C)c1cccc(c1)-c2nc(OC)nc(c2)NCCc3ccc(Cl)cc3Cl
885101-89-3,O=C([O-])CCc1ccc(cc1)NCc2cccc(c2)Oc3ccccc3
885220-61-1,o1nc(C)nc1[C@H](CC)Nc(cc(n2)C)n(c23)nc(C)c3-c4ccc(OC)cc4C
885325-71-3,Fc1c(Cl)cccc1C(=O)N2CC[NH+](CC2)Cc3nc(ccc3)Nc4nccs4
885340-08-9,CC(C)C[C@H](NC(=O)C)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@H](C([O-])=O)CCC(=O)N
885434-70-8,Cc(c1)cc(C)n1S(=O)(=O)c2c(C)cc(C)cc2C
88-58-4,Oc1cc(C(C)(C)C)c(O)cc1C(C)(C)C
886047-22-9,C1CC1NC(=O)c(s2)c(N)c(c23)c(C)c(Cl)c(n3)OCC(=O)N4CC[NH+](C)CC4
886053-73-2,CC(C)(C)OC(=O)COc(cc1)cc(c12)ccc(c2)[C@H](N(Cc3ccc(OC)cc3)C(=O)c4ncccc4)C(=O)NC5CCCCC5
886-38-4,c1ccccc1-c(c2=O)c2-c3ccccc3
886-50-0,CSc1nc(NC(C)(C)C)nc(n1)NCC
88671-89-0,c1ncnn1C[C@](C#N)(CCCC)c2ccc(Cl)cc2
88678-31-3,c1ccc(OC)nc1N(C)C(=S)Oc(cc2)cc(c23)CCCC3
88678-67-5,c1ccc(OC)nc1N(C)C(=S)Oc2cccc(c2)C(C)(C)C
886-86-2,CCOC(=O)c1cccc(N)c1
887148-69-8,FC(F)(F)Sc(cc1)ccc1C(=O)N[C@@](C)(C#N)COc2cc(C#N)ccc2C(F)(F)F
887258-94-8,[C@@H]12c3c4c(ccc3)C[NH2+]CCN4C[C@@H]1CCC2
887375-15-7,O1CCc(c12)cc(F)cc2C(C)(C)C[C@@](O)(C(F)(F)F)CNc3cccc(c34)nc(C)cc4
887375-67-9,c1ncc(F)c(c12)c(ccc2)S(=O)(=O)N3CCC[NH2+]C[C@@H]3C
887401-92-5,FC(F)(F)c(c1)cccc1C(=O)NCC(=O)N[C@H]2C[N@H+](CC2)[C@H](CC3)CC[C@@]3(O)c4ccc(OC)nc4
887603-94-3,c1cccc(NC2=O)[n+]1C23Cc4c(C3)cccc4
887650-05-7,C[NH+](C)[C@@H](CC1)CN1Cc(c(C(F)(F)F)c2)ccc2C(=O)Nc3ccc(C)c(c3)Nc4ncc(cn4)-c5cncnc5
887936-68-7,C1COCCN1CCOc(c2-c(n3C)ccn3)ccc(c2)NC(=O)c4cccc(c4)OC
888213-72-7,[O-]P([O-])(=O)C(F)(F)c1ccc(cc1Br)C[C@H](NS(=O)(=O)C)C(=O)NC
